cell_id,NAD(P)H_amp1,Lifetime fit_NAD(P)H: t1,NAD(P)H_offset,NAD(P)H_amp2,Lifetime fit_NAD(P)H: t2,Lifetime fit_NAD(P)H: a1,Lifetime fit_NAD(P)H: tm,Lifetime fit free_NAD(P)H: G(1st),Lifetime fit free_NAD(P)H: S(1st),Lifetime fit free_NAD(P)H: Tau_phase,Lifetime fit free_NAD(P)H: Tau_m,Lifetime fit free_NAD(P)H: G(2nd),Lifetime fit free_NAD(P)H: S(2nd),Intensity texture_NAD(P)H: intensity_sum,image_name
Tcell_Act_filtered_10,2702.2797666521283,400.0,71.94173940489046,1114.3230190499169,4728.384212145243,70.80327501660766,1663.7464346446195,0.3513596978460233,0.32710006952451337,1.8520761369927756,3.635486573120957,0.21941635370182266,0.24087979967947523,78848,Tcell_Act_filtered
Tcell_Act_filtered_11,1335.6712943925288,400.0,24.390985334132864,655.6339357969142,3902.592654710687,67.07516628505313,1553.222807275437,0.38145880634686574,0.3612959157373981,1.88428048952396,3.2217762811410258,0.23249200658123578,0.2617509756669543,36621,Tcell_Act_filtered
Tcell_Act_filtered_12,2225.5495285471366,400.0,30.87970482923419,1016.8992645214977,3908.034744363134,68.63792369843071,1500.1925332127275,0.389772853105066,0.3560005139198543,1.8170596374988885,3.200837702053633,0.24456811873960146,0.26500988928836344,56158,Tcell_Act_filtered
Tcell_Act_filtered_13,20826.433857535594,400.0,13.82746810829616,99.79669187883711,7048.038660881895,99.52310239704575,431.7043370172175,0.9159982666979118,0.07570703093790353,0.1644264601615248,0.8527562684345016,0.8911232602468079,0.08700371707035369,103508,Tcell_Act_filtered
Tcell_Act_filtered_14,595.8252486751948,400.0,20.144057027327023,331.51737610016096,5024.666120299068,64.25082086780283,2053.280175611747,0.29787360605441787,0.3286058289023882,2.19469100885487,4.020244362831753,0.1751071809112899,0.22639701646372945,23145,Tcell_Act_filtered
Tcell_Act_filtered_15,687.1977596371215,400.0,15.947787889325493,259.4635248254947,4034.747405639396,72.59172535266589,1396.221551674497,0.408320707573925,0.33936027081435705,1.6534449388453656,3.175298196088415,0.26015916019119373,0.2707427154833387,16794,Tcell_Act_filtered
Tcell_Act_filtered_16,623.5452680909418,400.0,16.769126018501,464.21398877087944,4209.531987543854,57.32383008073552,2025.762344132948,0.31134370361231745,0.3636261487397264,2.3235133045061938,3.6487510981030447,0.16962042242432054,0.24668819306531434,25718,Tcell_Act_filtered
Tcell_Act_filtered_17,790.9265413892974,400.0,13.371603160117207,351.3792068268978,4057.7710483538267,69.23947836421155,1525.1494547164848,0.38456758898809096,0.35039506449915786,1.81265621918321,3.2656775245675647,0.23138106327559624,0.26080388248840175,20543,Tcell_Act_filtered
Tcell_Act_filtered_18,682.5566174337919,400.0,15.132547042384648,345.6519240851614,4273.148156655217,66.38309154925554,1702.0326699844807,0.3446788643866074,0.3558601749847693,2.0539737038694073,3.488224131212444,0.20647358603820054,0.24197266057307118,20871,Tcell_Act_filtered
Tcell_Act_filtered_19,682.2851446544178,400.0,15.297942860093006,295.40772917221767,3861.1466463613833,69.78522222259755,1445.7777677481097,0.39222780661269635,0.3480301907799417,1.7652600183488023,3.2304871552383525,0.2449816040050792,0.26159914882915764,17609,Tcell_Act_filtered
Tcell_Act_filtered_20,914.9149992521607,400.0,19.931827707153627,392.2982912805089,4213.662428420037,69.98972592141767,1544.490547200772,0.37454151777969497,0.3389995889628189,1.8006501859057165,3.398656546848338,0.22754510997730984,0.2479964555117956,24655,Tcell_Act_filtered
Tcell_Act_filtered_21,1098.6647365500544,400.0,29.36523525604029,886.6158535158295,4223.400462487471,55.340526777305264,2107.5105057409783,0.30970828953570756,0.3635547751146327,2.335324138033972,3.659811802842021,0.16320192795573416,0.24533282312949756,48285,Tcell_Act_filtered
Tcell_Act_filtered_22,1231.444019973277,400.0,22.478807722603467,450.53651838761436,4218.720330659656,73.21392797881792,1422.8851780580173,0.3941744997033683,0.34130672567253517,1.7226080245605648,3.2558226922129934,0.2542990818440686,0.2593476265798534,29071,Tcell_Act_filtered
Tcell_Act_filtered_23,6294.959658323025,400.0,36.32130565756064,1390.322953383174,3690.0684402618917,81.90928006648137,995.1970671488633,0.5128273547019109,0.32855228229973643,1.2745692900518562,2.5907514145197994,0.3719151881943415,0.2825214073005359,87403,Tcell_Act_filtered
Tcell_Act_filtered_24,2898.9962881981246,400.0,24.236165345692395,813.1380413599732,3724.6642867019013,78.0951342497142,1128.2632486497484,0.4699430238298076,0.34050261155775174,1.441469258429238,2.7917567000765966,0.32344617032470263,0.27960761745556456,48449,Tcell_Act_filtered
