cell_id,standard_amp1,Lifetime fit_standard: t1,standard_offset,standard_reduced_chi_square,standard_amp2,Lifetime fit_standard: t2,Lifetime fit_standard: a1,Lifetime fit_standard: tm,Lifetime fit free_standard: G(1st),Lifetime fit free_standard: S(1st),Lifetime fit free_standard: Tau_phase,Lifetime fit free_standard: Tau_m,Lifetime fit free_standard: G(2nd),Lifetime fit free_standard: S(2nd),Intensity texture_standard: intensity_sum,image_name,cell_type
Tcell_Act_filtered_63,3337.765015809327,470.0997961580507,26.124883745321974,1.3260739703988411,912.802642568818,3854.732768456976,78.52515908623111,1196.9443424742124,0.6147224508095581,0.3738159834435313,1.9356593042419288,3.072822257411667,0.424237915158142,0.3276274611872864,58015,Tcell_Act_filtered,Act
Tcell_Act_filtered_64,8960.615394035442,643.4082041055342,45.07718605279368,9.084887266362196,2023.5902329223943,4907.606105820187,81.57727284387298,1428.9897489357184,0.583119184093208,0.3710530141582646,2.025483742033611,3.3283215475906265,0.4131234442797283,0.309749326495862,169405,Tcell_Act_filtered,Act
Tcell_Act_filtered_65,4062.2988376235608,558.7915932352714,37.75382872372817,1.6039835035224403,1224.936306931429,4053.0875647970497,76.83219540192158,1368.34325600523,0.5969228292497208,0.3798667919696925,2.025644679545167,3.1791819621138666,0.4057958007933346,0.3332935713552685,82116,Tcell_Act_filtered,Act
Tcell_Act_filtered_66,2885.760298519064,528.6133812093627,27.49349569323655,1.381513057859058,1011.7532862785092,3976.251533216895,74.0410581190814,1423.5837653533738,0.5856969410190234,0.3937320050352108,2.1398231906695746,3.1954362801819363,0.3878817400438406,0.336249481377771,62617,Tcell_Act_filtered,Act
Tcell_Act_filtered_67,4843.383538600855,606.694146566601,33.5300461366238,1.5418372609032778,1323.1712648408209,4296.445936757102,78.54277944465306,1398.4123261326383,0.6018221950885687,0.3783797942567963,2.00128925498339,3.149149290286456,0.4145348439656269,0.3321953412771294,95365,Tcell_Act_filtered,Act
Tcell_Act_filtered_68,4105.072513166848,540.4325660709616,28.731420503577954,1.5129821139065167,1217.6158122473817,4099.527851262471,77.1240445089818,1354.609619394299,0.593280418700382,0.3797327655810836,2.037361921655025,3.2075201480129323,0.4025448524528662,0.3317172236369633,80057,Tcell_Act_filtered,Act
Tcell_Act_filtered_69,2163.92036587305,497.7348325976692,34.443829828829685,1.1816089966551913,759.2012838567367,4352.681429448826,74.02772190726591,1498.9522830582405,0.5463867559664313,0.4001107825336009,2.330935299189474,3.458346502790639,0.3604130246966284,0.3203839821420141,51757,Tcell_Act_filtered,Act
Tcell_Act_filtered_70,1090.7256055955372,492.4350373311275,11.45819513497093,1.2651556377845723,400.9923977519922,3982.633778238183,73.11875321929918,1430.6439740112655,0.5734587411595047,0.3949090688527558,2.1920227513718142,3.281328468348632,0.3706057130565838,0.3355142887522053,24253,Tcell_Act_filtered,Act
Tcell_Act_filtered_71,1399.998964431007,495.8820256796499,16.178941974783463,1.5426801483662933,478.215968020221,4111.545012623716,74.53880491749103,1416.473032311549,0.5625479876263973,0.3858122377179558,2.1830644172151232,3.412155478866206,0.3759975553524227,0.3309452871048935,30597,Tcell_Act_filtered,Act
Tcell_Act_filtered_72,8273.059206557129,591.4969359713547,52.07395765141071,2.1824574517484403,2156.7892487680347,4155.80862694524,79.32099149852131,1328.5612535670434,0.6141538202835496,0.3727860850187945,1.932113623236088,3.0818658157163443,0.4251680418020768,0.3295968363997167,153328,Tcell_Act_filtered,Act
Tcell_Act_filtered_73,4253.845774159536,598.1022943170257,38.4615134706558,1.5497009019096717,1366.50445360128,4254.559708258038,75.68648930716716,1487.1154586344524,0.5799201749616206,0.3893417087894756,2.1370409301518505,3.261121610482708,0.384566964594058,0.3308801353111309,93433,Tcell_Act_filtered,Act
Tcell_Act_filtered_74,5017.333854766152,571.0330082969151,39.16684368329657,1.4723833170834848,1604.5545209348836,4145.231817751009,75.76892828905447,1437.0996849074977,0.5884105180871638,0.3886932469914066,2.1026970016180906,3.2002742299198323,0.3925786592757158,0.3345864153568677,105658,Tcell_Act_filtered,Act
Tcell_Act_filtered_75,1248.0055971046413,534.6073788682955,13.123740488467227,1.229514404479904,414.4885335339235,4195.568448960029,75.06827086512972,1447.348276596615,0.5678670930322463,0.3838465913756143,2.151597905777394,3.381455552232227,0.3716748321626623,0.3329552076584327,27338,Tcell_Act_filtered,Act
Tcell_Act_filtered_76,10442.334484699562,587.367829985532,52.05717376623625,3.5547104148190223,2222.840388479281,4417.50601495295,82.44919307678404,1259.587987721532,0.6196165792403825,0.3599244786514034,1.8490066869214865,3.098468680013401,0.442142827562129,0.3186335920505414,175010,Tcell_Act_filtered,Act
Tcell_Act_filtered_77,4801.946622629669,543.9948520608831,41.46020239501555,1.333390884060867,1579.5007019253542,3980.986105093292,75.24855065640627,1394.7000009989472,0.589011677870909,0.3859951769581426,2.0859702016292885,3.209134647957468,0.3940894206376318,0.3330041870436764,99992,Tcell_Act_filtered,Act
Tcell_Act_filtered_78,2206.8334454155192,496.86847956622336,20.04007648436605,1.3252861061482497,598.4036035369047,4101.294447220435,78.66834092468692,1265.7523386082746,0.5982421275183628,0.3744791996904138,1.9925114923972629,3.195036769943956,0.4174609472768048,0.3246638215394165,40701,Tcell_Act_filtered,Act
Tcell_Act_filtered_79,1328.8033519525372,431.7915062908032,15.972673585788389,1.0957450082582054,462.3929188026888,3887.616052701717,74.18524556174243,1323.904126763809,0.568137610442885,0.3920084179254734,2.196301610725514,3.3367196717355063,0.3683826209956263,0.3232511282025472,27685,Tcell_Act_filtered,Act
Tcell_Act_filtered_80,800.1232114277698,515.6371989258001,13.149312549530729,1.3745033371520146,414.4588411233017,3848.186764813765,65.87642306645444,1652.8223138901185,0.5527248125538619,0.4138869922487426,2.3835427395944984,3.334338126721557,0.34283119104817,0.3459791442131102,23203,Tcell_Act_filtered,Act
Tcell_Act_filtered_81,1552.1271712952437,485.86452687598535,20.35569138071898,1.2489934472176003,578.0864002760783,4064.654342007022,72.86251444498774,1457.0580960014204,0.5556038121544495,0.3945443091759266,2.2603760341611934,3.4186805515878707,0.3619582442554141,0.3302727592357396,35968,Tcell_Act_filtered,Act
Tcell_Act_filtered_82,1814.084165322946,540.2611682654774,21.924824563805643,1.1054148775056225,611.3937315062548,4041.320742874252,74.79285495425366,1422.7783333751015,0.5784112003578566,0.3852337711880922,2.1200093944440943,3.293461862530654,0.3848197045656831,0.3348979460593714,39896,Tcell_Act_filtered,Act
Tcell_Act_filtered_83,1078.7720697382993,415.8916614449188,10.736716374000585,1.1350607922004188,260.2436159256185,3908.625036063763,80.56455807710847,1094.7198279904137,0.5885225550931659,0.3513106200228654,1.9001080333604663,3.381681531680285,0.4150122356582508,0.3087723374479777,17413,Tcell_Act_filtered,Act
Tcell_Act_filtered_84,4136.565848070875,632.2976727143714,32.78019514083573,1.6587896069657646,1346.7332052983415,4276.711192304265,75.43936246791353,1527.3888674312,0.5846897584950353,0.3910422879010445,2.128866195214663,3.216530255181163,0.3893165140456901,0.339535739975521,92384,Tcell_Act_filtered,Act
Tcell_Act_filtered_85,2288.9698855557413,506.1674491523256,24.32853141575905,1.391675065080156,814.6521060610754,4062.545218910542,73.75156806268515,1439.6608474811069,0.5682595937654653,0.3938150110420982,2.205949758131417,3.326315188769092,0.3771192303217738,0.3297908469239298,50809,Tcell_Act_filtered,Act
Tcell_Act_filtered_86,750.6284762452377,493.05825567105626,11.168655451369911,1.1631855119730092,290.5263770402648,3965.8678899062784,72.09575730992655,1462.119484172305,0.5604315100198034,0.3951796019744041,2.2445128776250183,3.378476196288899,0.3705659280116947,0.3331663323169898,17888,Tcell_Act_filtered,Act
Tcell_Act_filtered_87,6037.40652946369,567.7847731743909,42.47155523839278,1.593292314935454,1784.2142068520127,4049.506422661281,77.18868931386656,1362.0111158652153,0.6031419958601262,0.3801271182622422,2.006131567357933,3.130835520581184,0.4112936351192087,0.3349980609374856,118320,Tcell_Act_filtered,Act
Tcell_Act_filtered_88,4825.212361212578,505.9999458029752,38.39184051059786,1.884418675018792,1424.7820718309122,4049.878611350204,77.20346654553576,1313.88143138007,0.591541476062196,0.383108198410741,2.0615143986856856,3.204220619602067,0.4023795108742477,0.324224682757982,92437,Tcell_Act_filtered,Act
Tcell_Act_filtered_89,3032.8120956492403,529.9660098260367,58.19257058268885,1.2377814801892773,1073.4971208899644,4096.760134093999,73.85737253867337,1462.4197100458978,0.5678242640324545,0.3915264013394752,2.194811531357779,3.341630320250036,0.3753654508605704,0.332122599883591,73338,Tcell_Act_filtered,Act
Tcell_Act_filtered_90,3821.78287897223,432.3982557313715,17.147846900886382,1.3222187692425735,645.6938424001581,3803.512923948951,85.54678887723887,919.6325759192264,0.6773196173713304,0.3325097987686354,1.5626471386109824,2.768504019944191,0.5085954901998008,0.3085255287105392,46644,Tcell_Act_filtered,Act
